51304163545,agf,93,217
51304198468,ecc,209,121
51304224152,acc,126,51
51304233839,ece,273,120
51304242147,fec,99,224
51304256341,cbc,85,243
51304294224,gda,29,188
51304313411,cab,45,121
51304404155,afe,107,13
51304440766,gcd,224,135
51304476191,egc,59,176
51304483596,fdc,273,159
51304484529,dgb,198,123
51304489532,dfc,267,104
51304525981,eaf,240,128
51304575050,aeg,280,118
51304578831,fge,62,110
51304601724,cef,104,6
51304605328,aec,176,258
51304614650,bbe,154,127
51304615845,cee,124,55
51304633720,cgf,278,67
51304694588,gfc,102,114
51304723384,cba,239,154
51304740958,ded,87,90
51304756867,faf,104,8
51304756985,cfg,71,319
51304760410,ffc,223,284
51304811845,bdd,145,159
51304819523,bcb,279,69
51304827088,gaa,30,80
51304835414,fbc,89,277
51304844341,fed,225,276
51304852207,cab,190,112
51304866354,edb,124,220
51304913056,cgd,161,195
51304925531,bbb,139,195
51304943617,gfd,204,296
51304949002,ebg,132,192
51304968769,egg,17,230
51304971260,ffa,220,252
51305021777,gbc,174,114
51305021867,cga,12,46
51305023261,daa,193,261
51305023644,bag,228,14
51305036972,fdb,125,85
51305040767,cdb,271,49
51305049444,cff,110,242
51305068446,gcf,224,129
51305077166,dad,138,295
51305084341,bgd,69,257
51305114617,ebe,71,72
51305118021,gce,63,120
51305161517,ffe,212,294
51305176802,adf,48,90
51305201648,fgg,211,186
51305207513,agd,86,54
51305218954,aea,31,175
51305239217,dcc,62,49
51305256322,aca,64,63
51305270813,edc,275,107
51305278782,fdf,56,41
51305279441,bad,285,85
51305287574,aee,29,205
51305303893,gee,205,67
51305307996,fed,292,251
51305309768,dea,277,244
51305327799,edg,55,115
51305328697,bdg,159,43
51305350223,afc,273,259
51305382215,gab,171,79
51305417511,aac,13,21
51305424016,dff,96,27
51305426209,dcb,143,317
51305438228,ccc,282,270
51305441130,gfg,149,20
51305441897,fca,233,25
51305457747,cbd,244,247
51305458923,eac,220,145
51305463487,bcf,84,121
51305495003,cfe,88,290
51305533587,ffa,161,206
51305547658,bgc,270,13
51305559567,bgf,133,196
51305570917,gaf,280,269
51305592157,cbf,225,111
51305600671,efc,252,109
51305630320,ccd,168,29
51305633205,ced,147,233
51305669464,acg,51,137
51305674174,cac,16,41
51305676335,gcf,106,130
51305680339,caf,231,6
51305740033,dfc,50,117
51305741796,bae,117,192
51305747458,dee,225,188
51305752207,cgd,169,218
51305781195,gbc,136,94
51305805195,fbd,131,51
51305819948,gcg,278,73
51305877258,ccc,275,294
51305900491,gea,109,243
51305901077,bfd,119,221
51305902920,cbe,17,9
51305918996,bge,295,236
51305936956,gdg,299,167
51305937123,bfa,96,179
51305958584,def,139,22
51305963482,fef,151,146
51306010301,aae,221,158
51306017787,aed,197,240
51306020710,baf,193,87
51306050298,eee,270,280
51306055828,cfb,257,25
51306071965,dca,278,333
51306079207,dga,187,260
51306083341,bbb,252,175
51306085033,fgc,195,228
51306090241,ece,274,126
51306107540,egc,196,160
51306112871,cbg,271,296
51306131367,beb,7,73
51306151108,fag,92,43
51306242154,eag,267,185
51306242457,adg,219,202
51306242962,bba,233,129
51306247424,bgb,23,201
51306260071,afb,134,269
51306268011,ecd,212,276
51306277349,agb,289,92
51306282077,aca,164,66
51306284577,bcg,281,235
51306300407,aff,109,143
51306308009,abc,159,260
51306328430,add,1,135
51306338955,fbd,53,53
51306350706,bfb,42,197
51306361780,bbg,183,166
51306363931,dbf,119,35
51306389446,fca,24,20
51306392537,agb,10,90
51306408479,gca,12,95
51306428220,dec,81,262
51306458350,fba,39,40
51306467168,bbd,130,62
51306499463,cdf,296,39
51306516230,fgg,249,182
51306522606,bdc,13,311
51306528723,efg,280,64
51306544951,dge,55,64
51306559891,bgg,92,25
51306608266,fcd,196,85
51306642663,gbe,168,71
51306644558,ggc,180,227
51306694643,bca,271,77
51306711699,fgg,203,145
51306734819,fdg,291,63
51306745020,bdd,264,144
51306757747,cda,265,85
51306762708,beg,281,270
51306763173,cfg,219,293
51306768266,ace,208,128
51306801426,gbe,215,72
51306826525,eaa,94,196
51306831635,aac,206,22
51306847176,fcc,246,150
51306858332,fga,119,140
51306892982,dde,66,210
51306917760,abe,185,191
51306920194,feg,95,242
51306928685,bec,19,236
51306935224,cfd,175,42
51306969532,cbc,64,228
51306970498,ecf,139,276
51306989728,fcc,56,166
51306992376,eae,171,177
51307025181,ggf,279,71
51307054280,ffa,176,241
51307055059,gbg,137,262
51307058111,fff,137,150
51307069284,cea,221,294
51307095798,cdg,268,274
51307105355,fde,144,31
51307119213,caa,237,213
51307122654,faf,190,7
51307125653,gdb,38,280
51307130465,bec,87,191
51307147061,bff,30,21
51307184437,aec,224,234
51307185392,baa,256,199
51307205476,dbe,93,248
51307212166,bed,257,137
51307224797,beb,99,63
51307234509,cgf,106,73
51307244396,fdf,89,47
51307260234,bga,23,229
51307279547,eed,56,232
51307294727,agf,267,180
51307319619,gff,84,215
51307321226,edf,9,22
51307324326,fcb,19,221
51307327786,afa,75,128
51307334551,gfa,21,165
51307340944,gde,221,137
51307355684,gac,4,92
51307356397,ebc,291,91
51307369782,aga,132,15
51307371387,fab,64,104
51307376732,faa,129,195
51307385413,bac,173,46
51307412033,cge,159,285
51307412389,ddg,170,159
51307426561,cfe,176,330
51307435209,cdd,156,138
51307464281,dba,145,64
51307471182,bca,46,63
51307488366,cgb,25,239
51307489483,bee,186,264
51307508055,ead,153,143
51307514470,gfb,282,234
51307527488,cgb,281,224
51307543405,bbc,156,57
51307572604,eae,210,180
51307585346,dcb,98,313
51307592008,eef,238,265
51307607475,ffe,147,317
51307614703,dfg,14,207
51307654768,bcd,65,242
51307693573,aef,191,18
51307698795,fee,133,60
51307759529,cdc,205,288
51307759742,dac,161,39
51307776546,efa,258,101
51307786039,abd,281,90
51307795127,dbd,132,276
51307804996,ade,114,290
51307807037,adb,194,292
51307809768,ggb,185,71
51307826479,fdb,202,76
51307835917,bfc,51,72
51307840582,eeb,251,30
51307849296,feb,153,182
51307852381,bcd,222,256
51307907557,gbc,244,86
51307907645,gba,188,14
51307914605,bda,20,190
51307920091,bbf,49,143
51307942573,age,92,171
51308021466,cgg,124,146
51308043102,cdd,176,124
51308062388,aag,144,36
51308122948,bea,130,161
51308131561,cgf,287,59
51308143328,gbf,135,158
51308152547,ebe,126,74
51308159762,dbf,168,38
51308177321,dfb,18,93
51308201715,cad,6,213
51308216661,aag,244,37
51308224776,cdb,139,52
51308225896,ddf,175,290
51308237140,aed,52,256
51308238675,abf,183,247
51308243810,cbc,4,250
51308254596,acb,32,185
51308256154,fce,87,33
51308257968,acd,94,197
51308272697,dcc,287,42
51308292123,abg,200,40
51308335470,agf,201,210
51308367614,egb,35,222
51308383647,ccg,133,152
51308391852,ged,192,41
51308399995,bef,275,37
51308424095,dba,34,59
51308425951,cae,249,260
51308428388,dfd,117,232
51308444501,gdf,210,16
51308467846,cgf,9,66
51308474093,cae,139,228
51308474486,ffd,262,317
51308474642,ege,99,152
51308476221,dgf,129,38
51308479665,efb,102,29
51308483808,cca,45,208
51308489084,efa,209,97
51308495575,ada,223,33
51308536767,ddd,48,316
51308542495,gae,223,100
51308545110,cdb,118,55
51308562008,fac,4,254
51308570870,bdg,247,50
51308574138,cec,107,90
51308598965,gaa,4,75
51308603413,aad,216,157
51308611201,dgg,178,52
51308624163,afe,137,13
51308632650,fbb,68,129
51308641968,faa,298,200
51308643540,dfc,242,134
51308645333,ebf,80,151
51308646621,cgg,99,151
51308697557,bdf,128,8
51308709733,ggg,214,160
51308719590,beb,271,54
51308730221,faf,125,8
51308734896,age,145,145
51308741446,dgd,157,333
51308742048,bgc,204,12
51308742176,fcf,283,277
51308745649,gad,137,270
51308762043,bff,157,23
51308764644,bab,195,31
51308774035,fae,117,140
51308776202,ebc,242,87
51308791697,bab,292,33
51308800519,efa,174,92
51308806331,fdg,215,71
51308814467,dgb,151,110
51308821674,fbe,185,182
51308822669,fec,44,257
51308844499,agb,215,78
51308849266,abb,229,201
51308852170,caa,10,217
51308852627,gge,79,257
51308879612,cdg,99,274
51308901715,gfd,285,236
51308917362,eff,176,73
51308943247,agb,255,62
51308969649,cdf,106,31
51308970808,dbb,142,164
51308979897,ffb,297,70
51308993636,add,188,109
51308995758,ded,113,101
51308996890,ggc,229,238
51308997205,gdd,298,114
51309002583,eab,281,299
51309005607,ecb,144,143
51309009843,caf,237,5
51309011945,edg,143,134
51309045041,dab,61,274
51309057798,fdb,133,66
51309059319,ccd,160,31
51309061122,fbg,214,110
51309061768,gab,74,63
51309065519,geg,34,270
51309072815,ece,25,146
51309129880,ggd,175,190
51309146919,afb,262,255
51309171511,cac,179,36
51309180574,bcc,122,225
51309186138,ced,60,219
51309189460,dcf,6,247
51309204156,baf,29,101
51309226678,ead,111,114
51309259069,dag,247,264
51309269040,dbe,239,290
51309283043,fgf,114,266
51309286870,bad,184,72
51309288384,gfe,245,252
51309297748,dbb,89,193
51309303966,dfa,220,172
51309311654,adc,33,58
51309322688,deb,21,220
51309323659,cff,70,203
51309327037,aeb,292,173
51309334479,faa,195,192
51309336155,bcg,13,188
51309341743,eca,144,114
51309417202,dfe,251,213
51309422111,afd,234,283
51309436276,fda,184,156
51309437552,gef,127,73
51309445905,gcb,10,110
51309454366,fdd,226,98
51309460885,gdg,117,170
51309477598,fcc,144,159
51309499163,gcc,297,114
51309511423,dgd,243,279
51309513301,ffb,162,58
51309516644,gag,143,210
51309527319,fag,83,37
51309530670,fbf,120,34
51309539978,daf,73,6
51309554130,aaf,34,145
51309554253,deg,163,58
51309562438,dcg,24,298
51309620134,ffc,175,303
51309623602,bgg,115,21
51309632428,dgc,272,71
51309632513,cce,55,65
51309669863,fgb,154,90
51309669991,add,291,123
51309670187,afa,187,108
51309673541,ccb,8,187
51309677204,gcg,171,83
51309682344,egg,134,213
51309687636,bfg,29,265
51309689686,dcd,152,298
51309692817,egf,2,281
51309698004,efd,240,67
51309704850,ega,264,93
51309708730,efe,87,280
51309709319,ega,181,78
51309709642,dbb,147,198
51309714997,eea,111,168
51309729056,acc,54,60
51309758750,dff,96,29
51309759953,aba,155,168
51309781582,aaa,157,77
51309784147,ceb,20,78
51309797983,ebb,176,163
51309807115,eec,245,127
51309820071,fca,157,19
51309837815,ade,17,243
51309849953,gbb,187,22
51309854662,eba,246,217
51309855980,cfa,190,246
51309859476,fcg,283,183
51309861299,gbe,31,73
51309893477,fge,260,93
51309904881,eeg,15,268
51309905296,dga,28,257
51309906667,dce,200,227
51309916245,fge,247,106
51309918016,bfc,204,74
51309920415,gbb,269,24
51309929974,ccf,204,291
51309935485,edd,267,19
51309964493,cbe,85,7
51309969707,dce,221,190
51309972323,gec,78,29
51309973189,aff,249,163
51309975089,afc,127,261
51309990948,geb,243,198
51309998223,eda,216,143
51309999197,gga,75,22
51310023024,ddb,14,109
51310031917,bcd,75,256
51310054528,eed,267,225
51310062108,gda,177,165
51310109847,gaa,73,72
51310110424,egd,127,37
51310121488,cbd,266,276
51310132277,ced,62,190
51310171447,baf,110,98
51310177171,agg,214,59
51310182129,bcf,291,102
51310191946,bfb,21,181
51310272695,bcg,109,176
51310320796,bce,232,36
51310340364,fed,258,205
51310352943,edc,105,85
51310359907,bgd,287,226
51310384329,eba,188,256
51310387176,gdc,132,63
51310394156,ffc,142,260
51310394938,ggd,16,165
51310407959,dcd,176,318
51310455392,aae,103,134
51310456499,bgc,296,13
51310514925,dea,25,265
51310520560,aae,263,128
51310521034,caf,51,5
51310524760,dae,225,139
51310531678,cfd,120,43
51310534602,fca,80,17
51310541284,fcc,140,157
51310547671,faa,167,199
51310579587,ged,147,40
51310579781,gag,163,231
51310623266,cag,212,170
51310634999,cbd,17,303
51310636994,bfa,244,186
51310646917,dfd,137,238
51310665300,efg,65,67
51310689275,acb,110,170
51310701421,fdd,33,81
51310716370,bad,280,75
51310727219,beg,209,245
51310747525,fbg,293,118
51310763483,bff,78,26
51310766428,dbc,175,17
51310772785,cgc,223,105
51310788288,dgd,64,281
51310788978,adg,180,220
51310792365,fdc,121,162
51310800304,fag,250,42
51310911200,acf,60,49
51310924025,gde,238,126
51310980107,bgf,101,221
51311003331,cde,80,166
51311026904,eed,108,213
51311029678,ccc,147,326
51311054139,aba,261,183
51311056200,ecg,263,205
51311058392,cdf,188,26
51311069885,ega,153,81
51311072345,gbd,174,198
51311092019,cea,31,314
51311127856,dgb,16,101
51311140804,aef,250,21
51311160724,cbf,60,102
51311181224,ega,107,80
51311187629,bba,210,145
51311188654,adc,195,58
51311233385,ggg,127,139
51311275741,dda,1,232
51311279914,aae,149,106
51311312464,fdb,86,61
51311327489,bfe,79,114
51311349931,dge,74,71
51311355406,gbg,162,298
51311366695,ebd,163,196
51311367296,bcb,81,68
51311377026,cef,138,5
51311384258,bda,189,216
51311450848,cdc,79,299
51311457330,fad,143,101
51311486576,ecc,111,130
51311527653,ede,152,16
51311544381,dbc,138,16
51311546567,ddf,12,327
51311558917,dba,61,66
51311561686,ceg,288,95
51311593490,cff,196,205
51311598592,cfg,122,260
51311604775,dce,43,222
51311607650,daa,46,261
51311678867,acg,50,158
51311680007,ece,178,122
51311680278,agf,130,182
51311691717,dgf,94,44
51311702291,acc,139,64
51311702740,dfg,198,229
51311707890,gfg,291,17
51311733471,bdb,22,91
51311737583,ebg,189,207
51311792443,afg,151,155
51311804405,aab,195,242
51311809282,cdf,184,21
51311809402,cba,27,174
51311810058,agc,209,284
51311821661,eae,12,208
51311863826,bcd,224,281
51311871264,fee,92,60
51311900748,cef,171,5
51311904298,fge,108,118
51311911997,cag,102,180
51311912415,dag,153,287
51311918528,cge,279,256
51311969258,bdb,70,82
51311983154,ebg,118,190
51311992831,eaf,120,138
51312017530,dec,219,230
51312023168,aeg,77,134
51312046354,bec,210,173
51312058967,adf,219,80
51312079373,bca,176,73
51312087115,deg,89,52
51312088122,gdb,79,330
51312091173,ada,210,29
51312112615,gfc,98,91
51312117369,dfe,163,251
51312121818,aca,45,52
51312155283,dbg,144,91
51312168029,dee,219,191
51312183456,bfd,33,192
51312195323,dde,292,224
51312199917,ccd,180,33
51312212452,fbg,219,113
51312224915,eee,177,310
51312225057,cdc,130,337
51312241041,egc,2,168
51312245574,ebc,275,103
51312255284,fga,34,161
51312277762,cfb,108,20
51312279546,cda,273,78
51312290017,gda,184,155
51312310200,fdf,115,38
51312339459,bec,297,148
51312356927,cbe,243,5
51312363141,dfd,299,259
51312369869,aca,162,44
51312398743,fcd,210,68
51312402972,adf,116,86
51312404329,ded,87,93
51312414675,cbf,201,112
51312425682,fcd,290,55
51312426826,add,48,135
51312468166,agc,197,301
51312515328,ddc,248,317
51312521516,ebb,58,190
51312544351,acg,267,132
51312597222,caf,142,5
51312602480,cdc,103,390
51312602706,fgd,165,219
51312617780,gcd,106,145
51312644917,edb,92,176
51312655546,dfa,242,201
51312674411,bdg,76,48
51312692086,aaf,127,123
51312706793,ecf,285,270
51312737368,abg,246,46
51312761894,cfa,93,268
51312796537,gfg,242,20
51312802688,cbb,146,222
51312810253,gca,184,88
51312827012,fbd,289,63
51312839322,bde,81,306
51312842669,bgg,151,18
51312856245,ace,8,106
51312863938,cac,168,32
51312865682,gde,4,103
51312869538,aee,119,211
51312872555,gfd,51,257
51312885487,cee,79,50
51312915392,ffa,119,243
51312920598,dbg,222,89
51313005743,egf,226,227
51313024727,deg,250,56
51313046928,cfa,64,257
51313075894,gcf,186,153
51313092665,fcg,285,155
51313103836,gff,243,199
51313115258,ffg,191,104
51313118895,eea,160,137
51313122879,gaf,75,220
51313126889,bda,66,172
51313151258,cbf,29,91
51313153792,cda,176,78
51313159087,bae,55,176
51313167657,bfe,98,102
51313174689,eaa,141,184
51313177094,fea,294,289
51313187017,cba,128,200
51313226122,geg,88,221
51313260823,ccb,40,196
51313273371,abd,4,80
51313275939,beb,244,46
51313277146,bff,191,24
51313297001,bfg,293,302
51313299224,ebf,14,129
51313303761,cge,89,289
51313306760,cfc,168,109
51313308879,gea,169,262
51313309054,bef,24,34
51313378529,efg,79,70
51313393033,cga,95,42
51313516179,eaf,91,144
51313536617,cfb,71,16
51313576811,gdg,62,163
51313584100,cee,60,46
51313587709,aed,181,253
51313601620,daf,33,5
51313621079,gce,274,136
51313623489,dfd,221,243
51313627792,gfa,177,194
51313639961,fgc,75,246
51313640210,dba,135,54
51313649479,dbb,291,235
51313684159,adg,21,178
51313728313,ecc,229,105
51313736290,bbe,38,114
51313748892,ffd,200,263
51313759787,cbg,17,349
51313776459,fef,285,157
51313780991,gfb,167,278
51313787135,bfa,132,189
51313838495,eee,124,300
51313841835,fag,84,45
51313843317,ceb,217,81
51313853467,dcc,70,40
51313858115,gcf,115,180
51313858616,cgb,259,188
51313872878,fbc,162,277
51313889353,ecg,11,168
51313906779,daf,83,5
51313926609,bag,246,12
51313928337,bbb,17,157
51313975665,cbf,231,83
51313980056,ddb,152,120
51313985866,ceb,58,76
51313992630,fgg,203,145
51313996322,abg,42,49
51314029002,dff,31,33
51314069432,fca,42,19
51314073958,deb,103,244
51314076179,edd,268,21
51314079491,ccg,13,121
51314080129,edd,5,19
51314082602,bbg,220,185
51314128839,deg,243,60
51314137847,efc,227,100
51314151621,cab,252,110
51314158487,add,14,120
51314165684,agf,78,171
51314185867,dad,242,351
51314200639,eac,26,149
51314214866,bea,214,183
51314257802,eag,236,194
51314259176,cbc,14,202
51314290957,ggf,162,83
51314321969,dfa,199,182
51314345839,cfg,222,275
51314346908,fad,70,112
51314359717,gec,146,32
51314370078,gcg,92,89
51314377570,bgg,96,20
51314382138,dea,151,225
51314384766,abb,76,184
51314414135,gba,163,15
51314414879,gcc,267,110
51314417702,gfd,216,221
51314417916,gea,152,227
51314418448,ead,107,107
51314451082,bea,19,184
51314465030,cgb,277,171
51314467668,gdb,43,290
51314471683,dfa,285,160
51314475279,abc,89,299
51314504760,fcc,87,175
51314505179,cca,258,201
51314514778,dgg,244,53
51314579506,ebb,245,197
51314624276,cgd,83,235
51314656649,eed,112,183
51314676934,ffd,34,231
51314683401,dbb,175,230
51314684108,cdb,254,63
51314698693,fed,183,200
51314716834,egb,49,237
51314729012,dbf,136,44
51314745235,fcf,6,221
51314761931,agd,132,54
51314788859,gac,64,85
51314794839,bdf,2,8
51314810507,feg,210,237
51314812587,bgb,70,231
51314840397,dgf,150,50
51314840732,def,57,23
51314863510,acc,260,56
51314870723,fce,47,38
51314897085,age,167,116
51314905637,aab,109,246
51314935559,gef,127,59
51314976605,dac,50,33
51314993289,ebd,96,162
51315023156,gee,2,64
51315030114,cfe,277,293
51315050725,aea,190,166
51315080585,eec,158,116
51315087467,abg,221,49
51315114643,gcg,78,74
51315123536,eag,27,219
51315140924,efb,149,30
51315148289,eca,50,112
51315151613,fba,297,34
51315170174,eeb,121,30
51315183616,ddg,236,146
51315211477,bdd,136,168
51315226282,cgc,46,100
51315261868,dda,11,218
51315269222,cdd,274,122
51315278650,fad,251,131
51315308776,ddc,199,310
51315309340,dab,58,232
51315311589,egf,24,206
51315321663,bfc,113,62
51315326840,bde,141,318
51315367204,fff,241,177
51315416267,bag,72,12
51315429190,bdf,60,8
51315430780,bge,130,207
51315437325,cdf,122,22
51315451014,dbb,139,188
51315486511,gfa,25,186
51315502180,ecd,295,292
51315513376,cab,5,90
51315536679,afb,189,232
51315552819,fbg,75,129
51315557210,dbd,118,223
51315559967,dag,126,287
51315566849,gdf,135,14
51315580616,dgb,97,105
51315589948,gbd,207,160
51315591976,fgd,194,181
51315599624,faf,227,7
51315618218,gce,269,155
51315650833,gae,130,84
51315670736,efd,128,75
51315673275,aff,98,133
51315698271,bed,236,124
51315709397,bbf,255,127
51315730720,fbg,251,110
51315731203,edf,136,19
51315736757,ecf,174,259
51315748230,aga,153,15
51315755672,gga,3,18
51315770892,dac,37,33
51315774066,baa,229,193
51315813478,gdd,209,95
51315814813,fcb,54,201
51315825722,bbd,2,52
51315836242,adb,68,233
51315837831,gfe,15,249
51315843109,gaf,83,226
51315857729,bcc,193,261
51315873825,acb,15,139
51315875564,dcc,291,35
51315890839,ggc,53,204
51315894320,gfb,130,244
51315908708,ffb,136,67
51315912287,afg,268,181
51315928874,bec,140,146
51315930569,dae,125,116
51315948938,aac,119,19
51315952010,bab,178,33
51315960707,ccf,193,244
51315997979,fdb,50,65
51316028090,dca,209,266
51316031031,ada,212,31
51316056197,gaa,52,72
51316091177,fab,3,120
51316095022,bgb,54,256
51316096737,bcc,24,294
51316125554,aec,147,191
51316141791,eag,106,183
51316158020,bdc,50,279
51316184695,bbc,13,60
51316194272,abe,58,171
51316212287,gbf,182,181
51316257763,ecg,288,139
51316260158,gcd,110,123
51316264898,aeb,248,148
51316276081,cae,175,250
51316278332,dgc,209,64
51316299537,dfb,107,82
51316318232,gae,236,73
51316320704,dcd,271,267
51316327804,fff,10,169
51316357868,edb,125,209
51316359585,aca,164,50
51316380518,cdd,284,137
51316393942,bfc,21,69
51316394096,fgf,20,289
51316397967,dcd,142,277
51316412480,dcb,49,369
51316420712,ffd,7,254
51316459679,bbd,230,42
51316463407,bfd,111,228
51316475268,gge,255,274
51316489115,geg,78,203
51316499395,cad,111,236
51316503423,fff,53,165
51316521988,cgf,129,56
51316536569,ggd,206,156
51316549552,eaa,60,196
51316554773,bfb,50,191
51316555690,abf,288,281
51316562494,ffe,170,351
51316563012,aca,145,56
51316569425,adg,22,154
51316577597,beb,262,51
51316586195,bdb,165,65
51316586754,ede,22,18
51316604484,gbc,105,75
51316610284,cgg,273,163
51316642027,fgb,129,104
51316660490,caa,157,195
51316679633,aed,179,265
51316702975,bef,207,37
51316705713,eed,105,172
51316706922,gbd,241,142
51316719664,deb,33,280
51316745580,ggb,61,64
51316755617,ecb,197,132
51316800501,gca,49,71
51316820290,eef,115,251
51316825688,dcc,14,29
51316825722,feb,108,145
51316843545,fad,59,115
51316853289,cgd,197,202
51316878445,fdc,72,142
51316886767,fae,238,120
51316908911,bbd,262,44
51316919711,ebe,246,88
51316942786,bee,176,256
51316958364,gbc,42,63
51316975034,eff,177,71
51316982040,dbc,220,16
51316994568,gbf,234,211
51317025876,acd,204,173
51317035053,ccb,121,168
51317040685,aab,33,218
51317047561,bga,195,233
51317058507,deb,62,296
51317065338,fde,183,32
51317070999,cec,99,106
51317074921,beg,75,252
51317080206,edc,206,89
51317083250,fdg,160,67
51317084561,gfa,103,169
51317115880,afe,231,10
51317119046,aaf,143,145
51317122127,cab,172,107
51317131202,afd,65,333
51317133467,ece,93,128
51317147333,bac,287,38
51317180096,gbe,109,62
51317196682,egf,10,173
51317214579,afd,104,269
51317238564,fab,4,141
51317266733,agf,198,152
51317276000,ebg,51,224
51317280036,gbg,93,280
51317280722,fbf,89,36
51317297147,ege,106,150
51317306408,fca,182,16
51317315789,bda,146,149
51317351344,fcf,41,198
51317360641,ffb,147,56
51317364092,daf,186,5
51317364126,adc,155,64
51317375412,aea,249,164
51317402931,cfb,282,18
51317411895,aag,114,35
51317418994,acf,283,42
51317438552,dec,223,186
51317449870,cfd,116,35
51317470513,ade,168,240
51317472307,def,228,21
51317485107,fbb,159,141
51317503929,aec,176,154
51317530691,cga,226,46
51317562433,dda,262,226
51317588892,adg,25,141
51317600065,dda,176,228
51317608020,ged,105,37
